FI Utilities Corp,MaturityDate,OfferingDate,State RegionFromPrimaryAddress,SeniorityLevel,CouponRate,CouponatOffer,OfferingAmount,Rating
IQT87092863,1/15/2031,12/16/2009,NV,Senior Unsecured,5.127,5.127,64.38,BBB
IQT84191947,2/1/2020,1/11/2010,MI,Senior Unsecured,6.25,6.25,300,BBB-
IQT84933132,1/15/2015,1/19/2010,PA,Senior Unsecured,4,4,450,BBB-
IQT84933133,1/15/2015,1/19/2010,PA,Senior Unsecured,4,4,450,BBB-
IQT111471273,1/15/2015,1/19/2010,PA,Senior Unsecured,4,4,450,BBB-
IQT92106620,3/1/2040,2/3/2010,FL,Senior Secured,5.69,5.69,500,A
IQT99016505,3/1/2040,3/2/2010,NJ,Senior Secured,5.5,5.5,300,BBB
IQT99075377,3/1/2020,3/3/2010,MA,Senior Unsecured,5.1,5.1,95,BBB
IQT99075376,3/15/2040,3/3/2010,OH,Senior Unsecured,6.2,6.2,350,BBB
IQT99075375,3/15/2040,3/3/2010,WA,Senior Unsecured,5.795,5.795,325,BBB
IQT99255681,3/15/2040,3/8/2010,CA,Senior Secured,5.5,5.5,500,BBB+
IQT99452724,3/15/2040,3/11/2010,MA,Senior Unsecured,5.5,5.5,300,A+
IQT99541214,3/15/2040,3/15/2010,LA,Senior Secured,6,6,150,BBB
IQT99713439,3/15/2020,3/17/2010,RI,Senior Unsecured,4.534,4.534,250,A-
IQT405324135,3/15/2020,3/17/2010,RI,Senior Unsecured,4.534,4.534,250,A-
IQT99713438,3/15/2040,3/17/2010,RI,Senior Unsecured,5.638,5.638,300,A-
IQT405324134,3/15/2040,3/17/2010,RI,Senior Unsecured,5.638,5.638,300,A-
IQT168337771,3/15/2040,3/17/2010,RI,Senior Unsecured,5.638,5.638,300,A-
IQT99881129,4/1/2015,3/22/2010,NC,Senior Unsecured,3.35,3.35,450,A-
IQT99881130,4/1/2020,3/22/2010,FL,Senior Secured,4.55,4.55,250,A-
IQT99881131,4/1/2040,3/22/2010,FL,Senior Secured,5.65,5.65,350,A-
IQT100677563,3/23/2040,3/23/2010,0,Senior Unsecured,5.75,5.75,301.59089,BBB+
IQT105334881,3/23/2040,3/23/2010,0,Senior Unsecured,5.75,5.75,301.59089,BBB+
IQT100223880,4/15/2013,3/29/2010,NJ,Senior Unsecured,2.5,2.5,300,BBB
IQT109462568,4/15/2013,3/29/2010,NJ,Senior Unsecured,2.5,2.5,300,BBB
IQT100223881,4/15/2020,3/29/2010,NJ,Senior Unsecured,5.125,5.125,250,BBB
IQT101167220,4/15/2020,3/29/2010,NJ,Senior Unsecured,5.125,5.125,406.004,BBB
IQT100534448,4/15/2020,4/6/2010,FL,Senior Unsecured,4.75,4.75,175,A
IQT100604034,4/15/2040,4/7/2010,MS,Senior Secured,6.2,6.2,80,BBB
IQT100837492,4/21/2020,4/14/2010,MI,Senior Secured,5.15,5.15,300,BBB+
IQT105649010,5/15/2040,5/10/2010,CA,Senior Secured,5.35,5.35,250,A
IQT105806891,11/15/2013,5/13/2010,FL,Senior Unsecured,2.55,2.55,250,A-
IQT106292892,5/1/2015,5/17/2010,NJ,Senior Unsecured,2.7,2.7,300,BBB
IQT106343299,6/1/2015,5/18/2010,TX,Senior Secured,3.6,3.6,200,BBB
IQT106400555,5/24/2015,5/19/2010,OH,Senior Unsecured,3.4,3.4,300,BBB
IQT106579041,6/1/2020,5/24/2010,MO,Senior Secured,4.65,4.65,100,BBB-
IQT106579042,6/1/2040,5/24/2010,GA,Senior Unsecured,5.4,5.4,600,A
IQT106969697,6/15/2020,6/2/2010,NY,Senior Unsecured,4.45,4.45,350,A-
IQT106969699,6/15/2020,6/2/2010,NC,Senior Secured,4.3,4.3,450,A-
IQT106969698,6/15/2040,6/2/2010,NY,Senior Unsecured,5.7,5.7,350,A-
IQT107089579,6/1/2040,6/3/2010,OK,Senior Unsecured,5.85,5.85,250,BBB+
IQT107681956,6/15/2015,6/10/2010,IA,Senior Unsecured,3.3,3.3,150,BBB+
IQT108557688,7/15/2040,6/24/2010,WA,Senior Unsecured,5.764,5.764,250,BBB
IQT109274311,7/15/2020,7/6/2010,IN,Senior Secured,3.75,3.75,500,A-
IQT109397338,7/15/2020,7/13/2010,SD,Senior Unsecured,5.875,5.875,200,BBB-
IQT109435235,4/15/2020,7/14/2010,NJ,Senior Unsecured,5.125,5.125,406.004,BBB
IQT227824102,7/16/2015,7/16/2010,SP,Senior Unsecured,8.59,8.59,282.08745,BB
IQT110184331,8/1/2020,7/26/2010,IL,Senior Secured,4,4,500,BBB
IQT111281673,8/15/2020,8/3/2010,NJ,Senior Secured,3.5,3.5,250,BBB
IQT111418941,8/15/2015,8/4/2010,MN,Senior Secured,1.95,1.95,250,A-
IQT111418993,8/15/2040,8/4/2010,MN,Senior Secured,4.85,4.85,250,A-
IQT111613256,8/15/2015,8/9/2010,NY,Senior Unsecured,2.5,2.5,55,A-
IQT111613255,8/15/2040,8/9/2010,NY,Senior Unsecured,5.5,5.5,115,A-
IQT111651040,8/15/2013,8/10/2010,MO,Senior Unsecured,2.75,2.75,250,BBB
IQT109435236,4/15/2013,8/11/2010,NJ,Senior Unsecured,2.5,2.5,300,BBB
IQT111764261,10/1/2020,8/12/2010,MI,Senior Unsecured,3.45,3.45,300,BBB
IQT118016061,3/1/2030,8/18/2010,IL,Senior Secured,2.125,2.125,0,BBB+
IQT118015330,9/1/2040,8/18/2010,MO,Senior Secured,5.2,5.2,50,BBB-
IQT112253192,9/1/2020,8/23/2010,IA,Senior Unsecured,3.65,3.65,200,BBB+
IQT118015290,8/15/2040,8/23/2010,CA,Senior Unsecured,4.5,4.5,500,A+
IQT118015656,11/1/2020,8/25/2010,ID,Senior Unsecured,3.4,3.4,100,BBB
IQT112349599,9/1/2022,8/25/2010,VA,Senior Unsecured,3.45,3.45,300,A-
IQT112721744,8/15/2040,8/25/2010,ID,Senior Unsecured,4.85,4.85,100,BBB
IQT118015438,9/1/2040,8/25/2010,CA,Senior Secured,4.5,4.5,500,BBB+
IQT112613575,9/1/2015,8/26/2010,FL,Senior Unsecured,2.6,2.6,400,A-
IQT62692218,9/15/2016,8/26/2010,NJ,Senior Unsecured,5.32,5.32,303.422,BBB
IQT112613388,9/1/2040,8/26/2010,GA,Senior Unsecured,4.75,4.75,500,A
IQT112779986,9/1/2015,8/30/2010,VA,Senior Unsecured,2.25,2.25,250,A-
IQT114254300,9/30/2017,9/8/2010,TX,Senior Secured,5,5,324.405,BBB+
IQT405324145,9/15/2020,9/8/2010,PA,Senior Unsecured,6.4,6.4,450,BBB-
IQT113488430,9/15/2020,9/8/2010,PA,Senior Unsecured,6.4,6.4,450,BBB-
IQT114254298,9/30/2020,9/8/2010,TX,Senior Secured,5.75,5.75,126.278,BBB+
IQT113487855,10/1/2020,9/8/2010,CA,Senior Unsecured,3.5,3.5,550,BBB+
IQT113102257,9/30/2040,9/8/2010,TX,Senior Secured,5.25,5.25,475,BBB+
IQT113487360,9/15/2040,9/9/2010,NV,Senior Secured,5.375,5.375,250,BB
IQT113102246,10/1/2040,9/9/2010,FL,Senior Unsecured,5.1,5.1,125,A
IQT113358641,9/15/2015,9/13/2010,LA,Senior Unsecured,3.625,3.625,550,BBB
IQT113358567,9/15/2015,9/13/2010,GA,Senior Unsecured,2.375,2.375,400,A
IQT113358640,9/15/2020,9/13/2010,LA,Senior Unsecured,5.125,5.125,450,BBB
IQT113381974,9/15/2017,9/14/2010,CA,Senior Unsecured,3.75,3.75,400,BBB-
IQT113625977,9/15/2013,9/20/2010,GA,Senior Unsecured,1.3,1.3,500,A
IQT113625931,9/30/2015,9/20/2010,MI,Senior Unsecured,4.25,4.25,250,BBB-
IQT118015595,1/15/2026,9/21/2010,LA,Senior Secured,4.44,4.44,250,BBB
IQT113887364,10/1/2015,9/27/2010,DC,Senior Unsecured,2.7,2.7,250,BBB+
IQT113941198,10/1/2020,9/27/2010,LA,Senior Secured,3.95,3.95,250,BBB
IQT113887384,10/1/2020,9/27/2010,AL,Senior Unsecured,3.375,3.375,250,A
IQT114143665,11/1/2040,10/5/2010,AR,Senior Secured,5.75,5.75,225,BBB
IQT114663672,9/30/2017,10/6/2010,TX,Senior Unsecured,5,5,324.405,BBB+
IQT114663673,9/30/2020,10/6/2010,TX,Senior Unsecured,5.75,5.75,126.278,BBB+
IQT115619723,11/1/2015,11/8/2010,KY,Senior Unsecured,1.625,1.625,250,A
IQT117759811,11/1/2015,11/8/2010,KY,Senior Secured,1.625,1.625,250,A
IQT115638800,11/15/2015,11/8/2010,KY,Senior Unsecured,2.125,2.125,400,BBB
IQT115645325,11/15/2015,11/8/2010,KY,Senior Unsecured,1.625,1.625,250,A
IQT117759807,11/15/2015,11/8/2010,KY,Senior Secured,1.625,1.625,250,A
IQT115619724,11/1/2020,11/8/2010,KY,Senior Unsecured,3.25,3.25,500,A
IQT117759813,11/1/2020,11/8/2010,KY,Senior Secured,3.25,3.25,500,A
IQT115638799,11/15/2020,11/8/2010,KY,Senior Unsecured,3.75,3.75,475,BBB
IQT117759825,11/15/2020,11/8/2010,CO,Senior Secured,3.2,3.2,400,A-
IQT117759815,11/1/2040,11/8/2010,KY,Senior Secured,5.125,5.125,750,A
IQT118678245,11/1/2040,11/8/2010,KY,Senior Unsecured,5.125,5.125,750,A
IQT115645326,11/15/2040,11/8/2010,KY,Senior Unsecured,5.125,5.125,285,A
IQT117759805,11/15/2040,11/8/2010,KY,Senior Secured,5.125,5.125,285,A
IQT115645311,11/15/2015,11/9/2010,KY,Senior Unsecured,2.125,2.125,400,BBB
IQT115638759,11/1/2020,11/9/2010,WI,Senior Unsecured,4.17,4.17,250,BBB+
IQT115645312,11/15/2020,11/9/2010,KY,Senior Unsecured,3.75,3.75,475,BBB
IQT118015596,2/15/2021,11/9/2010,AR,Senior Secured,3.75,3.75,350,BBB
IQT115638801,12/1/2040,11/9/2010,LA,Senior Unsecured,6,6,250,BBB
IQT118015437,11/15/2040,11/15/2010,CA,Senior Secured,5.125,5.125,300,A
IQT115894911,2/15/2018,11/16/2010,MI,Senior Unsecured,5.05,5.05,250,BBB-
IQT115947652,11/15/2020,11/17/2010,NV,Senior Unsecured,6.25,6.25,315,BB
IQT117759939,12/1/2020,11/17/2010,LA,Senior Secured,5.1,5.1,25,BBB-
IQT118104785,12/1/2040,11/17/2010,CA,Senior Secured,5.5,5.5,100,AA-
IQT117085360,6/15/2041,11/18/2010,LA,Senior Secured,5.875,5.875,150,BBB
IQT116566764,12/15/2020,12/1/2010,WA,Senior Secured,6.5,6.5,450,BB+
IQT116570703,12/15/2020,12/1/2010,WA,Senior Unsecured,6.5,6.5,450,BB+
IQT116572027,12/15/2040,12/1/2010,IN,Senior Unsecured,6.25,6.25,250,BBB-
IQT116692096,4/1/2016,12/2/2010,NY,Senior Unsecured,2.756,2.756,8,A
IQT116692095,4/1/2021,12/2/2010,NY,Senior Unsecured,4.15,4.15,44.15,A
IQT116692094,4/1/2041,12/2/2010,NY,Senior Unsecured,5.716,5.716,30,A
IQT118016350,2/1/2041,12/6/2010,FL,Senior Secured,5.25,5.25,400,A-
IQT116835846,2/1/2016,12/7/2010,UT,Senior Unsecured,2.75,2.75,250,A-
IQT116835781,12/1/2020,12/7/2010,NV,Senior Unsecured,4.45,4.45,125,BBB
IQT116835848,12/1/2040,12/7/2010,NJ,Senior Unsecured,6,6,30,BBB+
IQT117168984,5/9/2025,12/10/2010,0,Senior Unsecured,6,6,394.78879,A
IQT117010476,12/10/2040,12/10/2010,0,Senior Unsecured,6.25,6.25,394.78879,A
IQT117893341,1/15/2021,1/4/2011,TX,Senior Unsecured,4.5,4.5,250,BBB
IQT139548761,1/15/2021,1/4/2011,TX,Senior Unsecured,4.5,4.5,250,BBB
IQT117893340,1/15/2041,1/4/2011,TX,Senior Unsecured,5.85,5.85,300,BBB
IQT139548760,1/15/2041,1/4/2011,TX,Senior Unsecured,5.85,5.85,300,BBB
IQT118142798,1/15/2014,1/10/2011,IL,Senior Secured,1.625,1.625,600,BBB
IQT118284230,2/1/2021,1/13/2011,OH,Senior Unsecured,4.4,4.4,250,BBB
IQT118463334,1/15/2021,1/18/2011,NC,Senior Unsecured,4.4,4.4,500,BBB+
IQT118576143,2/1/2041,1/20/2011,SC,Senior Secured,5.45,5.45,250,BBB+
IQT127899157,3/15/2014,3/2/2011,VA,Senior Unsecured,1.8,1.8,400,A-
IQT127899156,3/15/2021,3/2/2011,VA,Senior Unsecured,4.45,4.45,500,A-
IQT127969286,3/15/2041,3/3/2011,AL,Senior Unsecured,5.5,5.5,250,A
IQT128576158,3/15/2041,3/16/2011,GA,Senior Unsecured,5.875,5.875,500,BBB+
IQT128695074,3/15/2014,3/17/2011,CA,Senior Unsecured,2,2,500,BBB+
IQT128904379,5/1/2021,3/21/2011,LA,Senior Secured,4.8,4.8,200,BBB
IQT128880307,3/30/2021,3/22/2011,OH,Senior Unsecured,4.6,4.6,350,BBB
IQT129040790,4/15/2041,3/22/2011,WA,Senior Unsecured,5.638,5.638,300,BBB
IQT129195660,4/1/2041,3/28/2011,NY,Senior Unsecured,5.819,5.819,500,A
IQT129201299,4/1/2041,3/28/2011,NY,Senior Unsecured,5.819,5.819,500,A
IQT129221230,4/1/2021,3/29/2011,DE,Senior Secured,4.35,4.35,200,BBB+
IQT129815161,5/1/2019,4/11/2011,PA,Senior Unsecured,4.32,4.32,850,BBB
IQT129815181,4/15/2041,4/11/2011,CA,Senior Unsecured,6,6,62,A+
IQT129815182,4/15/2016,4/12/2011,GA,Senior Unsecured,3,3,250,A
IQT129751977,5/1/2051,4/12/2011,MS,Senior Secured,6,6,150,BBB
IQT130621512,5/1/2016,4/18/2011,0,Senior Unsecured,3.9,3.9,460,BBB
IQT130651025,5/1/2016,4/18/2011,0,Senior Unsecured,3.9,3.9,460,BBB
IQT130621511,5/1/2021,4/18/2011,0,Senior Unsecured,5.375,5.375,500,BBB
IQT130651024,5/1/2021,4/18/2011,0,Senior Unsecured,5.375,5.375,500,BBB
IQT114254299,9/30/2017,4/25/2011,TX,Senior Secured,5,5,324.405,A-
IQT114254297,9/30/2020,4/25/2011,TX,Senior Secured,5.75,5.75,126.278,A-
IQT113243369,9/30/2040,4/25/2011,TX,Senior Secured,5.25,5.25,472,A-
IQT131096812,12/15/2020,4/28/2011,WA,Senior Secured,6.5,6.5,449.9,BB+
IQT131836796,5/15/2021,5/5/2011,SC,Senior Unsecured,4.75,4.75,300,BBB+
IQT132328345,5/15/2014,5/9/2011,MI,Senior Unsecured,2.75,2.75,250,BBB-
IQT132494000,6/15/2021,5/9/2011,OR,Senior Secured,3.85,3.85,400,A-
IQT132819738,5/15/2041,5/9/2011,NV,Senior Secured,5.45,5.45,250,BB+
IQT132494011,6/1/2016,5/10/2011,MS,Senior Secured,3.25,3.25,125,BBB
IQT132494015,5/1/2018,5/10/2011,IN,Senior Unsecured,5,5,400,BBB-
IQT132494041,5/1/2018,5/10/2011,IN,Senior Secured,5,5,400,BBB-
IQT132494001,5/15/2021,5/10/2011,CA,Senior Unsecured,4.25,4.25,300,BBB+
IQT132646161,6/1/2021,5/11/2011,MI,Senior Secured,3.9,3.9,250,BBB+
IQT132819750,6/1/2021,5/12/2011,CA,Senior Secured,3.875,3.875,500,BBB+
IQT132935191,6/1/2021,5/16/2011,MO,Senior Unsecured,4.85,4.85,350,BBB
IQT132935213,6/15/2021,5/16/2011,NC,Senior Secured,3.9,3.9,500,A-
IQT132511334,1/17/2023,5/17/2011,0,Senior Unsecured,5.25,5.25,972.21097,BBB
IQT132687653,4/16/2032,5/17/2011,0,Senior Unsecured,5.75,5.75,1296.28129,BBB
IQT133090783,6/1/2021,5/18/2011,AL,Senior Unsecured,3.95,3.95,200,A
IQT133090782,6/1/2041,5/18/2011,AL,Senior Unsecured,5.2,5.2,250,A
IQT133243146,6/1/2021,5/19/2011,NH,Senior Secured,4.05,4.05,122,BBB+
IQT133363443,5/15/2041,5/24/2011,OK,Senior Unsecured,5.25,5.25,250,BBB+
IQT133642786,12/1/2021,5/25/2011,PA,Senior Unsecured,5.9,5.9,350,BBB-
IQT143124035,12/1/2021,5/25/2011,PA,Senior Unsecured,5.9,5.9,350,BBB-
IQT133643084,9/1/2021,5/31/2011,WA,Senior Secured,6,6,500,BBB
IQT133838286,12/1/2021,5/31/2011,PA,Senior Unsecured,5.9,5.9,1,BBB-
IQT133838287,12/1/2021,5/31/2011,PA,Senior Unsecured,5.9,5.9,1,BBB-
IQT117759829,11/1/2015,6/2/2011,KY,Senior Secured,1.625,1.625,250,A-
IQT115618913,11/15/2015,6/2/2011,KY,Senior Unsecured,2.125,2.125,399.85,BBB-
IQT117759897,11/15/2015,6/2/2011,KY,Senior Secured,1.625,1.625,250,A-
IQT117759867,11/1/2020,6/2/2011,KY,Senior Secured,3.25,3.25,500,A-
IQT115618914,11/15/2020,6/2/2011,KY,Senior Unsecured,3.75,3.75,475,BBB-
IQT117759869,11/1/2040,6/2/2011,KY,Senior Secured,5.125,5.125,749.9,A-
IQT117759847,11/15/2040,6/2/2011,KY,Senior Secured,5.125,5.125,285,A-
IQT133457851,6/3/2015,6/3/2011,MA,Senior Unsecured,3.25,3.25,728.4913,A-
IQT133861196,6/1/2041,6/6/2011,FL,Senior Secured,5.125,5.125,250,A-
IQT134039112,6/1/2021,6/7/2011,FL,Senior Unsecured,4.5,4.5,400,A-
IQT134157608,6/15/2041,6/7/2011,IN,Senior Unsecured,5.95,5.95,400,BBB-
IQT133998526,6/15/2041,6/7/2011,TX,Senior Unsecured,5.5,5.5,400,BBB+
IQT137438534,7/15/2041,7/12/2011,PA,Senior Secured,5.2,5.2,250,BBB
IQT133643083,9/1/2021,7/13/2011,WA,Senior Secured,6,6,500,BB+
IQT138927892,8/1/2041,8/2/2011,VA,Senior Unsecured,4.9,4.9,500,A-
IQT138932260,8/15/2041,8/2/2011,CO,Senior Secured,4.75,4.75,250,A-
IQT138927926,8/15/2041,8/3/2011,TX,Senior Secured,4.5,4.5,200,A-
IQT139227660,8/15/2014,8/10/2011,NJ,Senior Secured,0.85,0.85,250,BBB
IQT139227685,8/15/2016,8/10/2011,VA,Senior Unsecured,1.95,1.95,450,A-
IQT132819722,1/15/2021,8/15/2011,TX,Senior Unsecured,4.5,4.5,592.92,BBB
IQT139433141,8/15/2021,8/15/2011,FL,Senior Secured,3.1,3.1,300,BBB+
IQT139397938,8/15/2021,8/15/2011,CA,Senior Secured,3,3,350,A
IQT132819721,1/15/2041,8/15/2011,TX,Senior Unsecured,5.85,5.85,300,BBB
IQT139433136,9/1/2016,8/16/2011,GA,Senior Unsecured,1.95,1.95,500,A
IQT139548763,9/15/2021,8/18/2011,PA,Senior Secured,3,3,400,BBB
IQT139631509,9/15/2021,8/22/2011,NC,Senior Unsecured,3.55,3.55,500,A-
IQT139631512,9/1/2041,8/22/2011,AZ,Senior Unsecured,5.05,5.05,300,BBB
IQT139933540,9/1/2016,8/30/2011,IL,Senior Secured,1.95,1.95,250,BBB
IQT139933539,9/1/2021,8/30/2011,IL,Senior Secured,3.4,3.4,350,BBB
IQT140244334,9/1/2021,9/6/2011,NH,Senior Secured,3.2,3.2,160,BBB+
IQT140214140,9/1/2041,9/6/2011,MI,Senior Secured,4.5,4.5,140,BBB+
IQT140294780,9/1/2021,9/7/2011,TX,Senior Secured,4.1,4.1,75,BBB
IQT140294784,9/15/2021,9/7/2011,CA,Senior Unsecured,3.25,3.25,250,BBB+
IQT140300029,9/15/2021,9/7/2011,OR,Senior Secured,3.176,3.176,50,A+
IQT182954330,2/10/2024,9/8/2011,0,Senior Unsecured,5.8125,5.8125,40,A-
IQT140471587,9/15/2021,9/12/2011,NC,Senior Secured,3,3,500,BBB+
IQT140503629,9/15/2021,9/13/2011,MA,Senior Unsecured,3.5,3.5,100,BBB+
IQT140541265,9/15/2016,9/14/2011,NJ,Senior Unsecured,2.75,2.75,250,BBB
IQT140541264,9/15/2021,9/14/2011,NJ,Senior Unsecured,4.15,4.15,250,BBB
IQT140541309,9/15/2041,9/14/2011,GA,Senior Unsecured,5.15,5.15,300,BBB+
IQT140622340,9/15/2021,9/15/2011,GA,Senior Unsecured,3.5,3.5,300,BBB+
IQT140604321,10/1/2041,9/15/2011,MO,Senior Unsecured,5.3,5.3,400,BBB
IQT141016613,10/1/2021,9/26/2011,KY,Senior Unsecured,4.375,4.375,250,BBB
IQT141016618,4/1/2022,9/27/2011,NY,Senior Unsecured,3.378,3.378,23.4,A
IQT141016617,4/1/2042,9/27/2011,NY,Senior Unsecured,4.707,4.707,10,A
IQT141432278,10/1/2021,10/6/2011,NM,Senior Unsecured,5.35,5.35,160,BB
IQT141549584,10/15/2016,10/11/2011,MS,Senior Unsecured,2.35,2.35,150,A
IQT141549583,10/15/2041,10/11/2011,MS,Senior Unsecured,4.75,4.75,150,A
IQT182355974,10/26/2018,10/25/2011,0,Senior Unsecured,6.65625,6.65625,30,BBB+
IQT142918051,5/1/2018,11/3/2011,IN,Senior Secured,5,5,400,BB+
IQT142797260,11/15/2021,11/10/2011,MD,Senior Unsecured,3.5,3.5,300,BBB+
IQT182954331,11/11/2026,11/10/2011,0,Senior Unsecured,6.375,6.375,35,A-
IQT142917994,11/15/2016,11/14/2011,NC,Senior Unsecured,2.15,2.15,500,A-
IQT142955177,12/1/2021,11/14/2011,IN,Senior Unsecured,4.45,4.45,250,BBB-
IQT142951582,11/15/2041,11/14/2011,WA,Senior Unsecured,4.434,4.434,250,BBB
IQT142918000,11/15/2041,11/14/2011,CA,Senior Secured,3.95,3.95,250,A+
IQT142955178,2/1/2042,11/14/2011,IN,Senior Unsecured,5.8,5.8,250,BBB-
IQT142979389,11/1/2041,11/15/2011,IN,Senior Unsecured,4.875,4.875,140,BBB-
IQT143005891,11/1/2041,11/15/2011,IN,Senior Unsecured,4.875,4.875,140,BBB-
IQT143212109,12/1/2041,11/17/2011,CA,Senior Secured,3.9,3.9,250,A
IQT143261642,11/15/2051,11/17/2011,WA,Senior Unsecured,4.7,4.7,45,BBB
IQT143295696,12/1/2041,11/18/2011,TX,Senior Unsecured,4.55,4.55,300,BBB+
IQT143672106,12/15/2041,11/28/2011,CA,Senior Unsecured,4.5,4.5,250,BBB+
IQT143671637,12/1/2061,11/28/2011,MI,Junior Subordinate,6.5,6.5,280,BBB+
IQT143947616,12/1/2041,12/1/2011,UT,Senior Unsecured,4.875,4.875,180,A
IQT144094576,12/15/2016,12/5/2011,NC,Senior Secured,1.75,1.75,350,A-
IQT144094575,12/15/2041,12/5/2011,NC,Senior Secured,4.25,4.25,650,A-
IQT144359183,2/1/2042,12/8/2011,FL,Senior Secured,4.125,4.125,600,A-
IQT145551327,2/1/2022,1/3/2012,OR,Senior Secured,2.95,2.95,350,A-
IQT145551328,2/1/2042,1/3/2012,OR,Senior Secured,4.1,4.1,300,A-
IQT145697457,12/15/2014,1/5/2012,LA,Senior Secured,1.875,1.875,250,BBB
IQT145823584,1/15/2022,1/9/2012,VA,Senior Unsecured,2.95,2.95,450,A-
IQT145850947,1/15/2017,1/10/2012,LA,Senior Unsecured,4.7,4.7,500,BBB
IQT145850968,1/15/2042,1/10/2012,AL,Senior Unsecured,4.1,4.1,250,A
IQT145850969,4/1/2042,1/10/2012,AZ,Senior Unsecured,4.5,4.5,325,BBB
IQT146297924,2/1/2022,1/18/2012,SC,Senior Unsecured,4.125,4.125,250,BBB+
IQT154041692,2/1/2042,1/23/2012,SC,Senior Secured,4.35,4.35,250,BBB+
IQT182355977,8/2/2017,1/26/2012,0,Senior Unsecured,5.969,5.969,2.20304,BBB+
IQT158975835,2/15/2022,1/31/2012,OH,Senior Unsecured,3.55,3.55,275,BBB
IQT170283095,2/15/2042,2/14/2012,MA,Senior Unsecured,4.487,4.487,500,A-
IQT170688853,2/15/2042,2/14/2012,MA,Senior Unsecured,4.487,4.487,500,A-
IQT171997571,3/15/2042,2/29/2012,GA,Senior Unsecured,4.3,4.3,750,A
IQT173030856,4/1/2022,3/5/2012,NC,Senior Unsecured,3.15,3.15,450,BBB+
IQT173197591,3/15/2042,3/5/2012,MS,Senior Unsecured,4.25,4.25,250,A
IQT172047544,3/15/2022,3/7/2012,MI,Senior Unsecured,5.05,5.05,300,BBB-
IQT176136214,3/15/2042,3/8/2012,NY,Senior Unsecured,4.2,4.2,400,A-
IQT177843185,3/15/2042,3/8/2012,CA,Senior Secured,4.05,4.05,400,BBB+
IQT181967907,3/15/2042,3/12/2012,IN,Senior Secured,4.2,4.2,250,A-
IQT182456175,6/15/2022,3/19/2012,MO,Senior Unsecured,5.292,5.292,287.386,BBB
IQT182580649,4/1/2042,3/19/2012,CA,Senior Secured,4.3,4.3,250,A
IQT182667492,4/1/2017,3/20/2012,CA,Senior Unsecured,2.3,2.3,600,BBB+
IQT182565987,4/1/2022,3/20/2012,NV,Senior Unsecured,3.875,3.875,250,BBB+
IQT165222768,4/1/2042,3/27/2012,NY,Senior Unsecured,4.776,4.776,48,A
IQT183256485,4/1/2022,3/28/2012,DC,Senior Secured,3.05,3.05,200,BBB+
IQT167004933,4/1/2022,4/10/2012,ID,Senior Secured,2.95,2.95,75,BBB
IQT167004934,4/1/2042,4/10/2012,ID,Senior Secured,4.3,4.3,75,BBB
IQT184401981,4/15/2042,4/11/2012,CA,Senior Unsecured,4.45,4.45,400,BBB
IQT205830237,5/15/2022,5/1/2012,MI,Senior Secured,2.85,2.85,375,BBB-
IQT168844438,5/1/2042,5/7/2012,NJ,Senior Secured,3.95,3.95,450,BBB
IQT206543143,5/15/2022,5/8/2012,GA,Senior Unsecured,2.85,2.85,400,A
IQT206615157,6/1/2042,5/10/2012,FL,Senior Secured,4.05,4.05,600,A-
IQT206841069,5/15/2022,5/15/2012,FL,Senior Unsecured,3.1,3.1,100,A
IQT206840324,5/15/2022,5/15/2012,NC,Senior Secured,2.8,2.8,500,BBB+
IQT206841118,6/1/2022,5/15/2012,TX,Senior Secured,4.1,4.1,400,BBB+
IQT206986817,6/1/2022,5/15/2012,TX,Senior Unsecured,4.1,4.1,400,BBB+
IQT206840323,5/15/2042,5/15/2012,NC,Senior Secured,4.1,4.1,500,BBB+
IQT206841119,6/1/2042,5/15/2012,TX,Senior Secured,5.3,5.3,500,BBB+
IQT206987030,6/1/2042,5/15/2012,TX,Senior Unsecured,5.3,5.3,500,BBB+
IQT206914419,6/1/2014,5/16/2012,FL,Senior Unsecured,1.611,1.611,350,A-
IQT141016614,10/1/2021,5/17/2012,KY,Senior Unsecured,4.375,4.375,250,BBB-
IQT207203453,5/29/2013,5/29/2012,UT,Senior Unsecured,0.4,0.4,1,BBB-
IQT208629112,6/15/2022,6/11/2012,PA,Senior Unsecured,4.2,4.2,400,BBB
IQT208564639,2/15/2023,6/11/2012,IN,Senior Unsecured,3.85,3.85,250,BBB-
IQT208564640,2/15/2043,6/11/2012,IN,Senior Unsecured,5.25,5.25,500,BBB-
IQT208658770,7/15/2022,6/12/2012,WA,Senior Unsecured,5.625,5.625,450,BB+
IQT253263008,7/15/2022,6/15/2012,WA,Senior Unsecured,5.625,5.625,450,BB+
IQT209636637,6/15/2022,6/19/2012,MI,Senior Secured,2.65,2.65,250,BBB+
IQT209637605,6/1/2042,6/19/2012,DE,Senior Secured,4,4,250,BBB+
IQT209637606,6/15/2042,6/19/2012,MI,Senior Secured,3.95,3.95,250,BBB+
IQT207936199,6/25/2014,6/25/2012,UT,Senior Unsecured,0.5,0.5,1,BBB-
IQT207936200,6/24/2016,6/25/2012,UT,Senior Unsecured,0.75,0.75,1,BBB-
IQT215586054,6/1/2022,7/26/2012,TX,Senior Secured,4.1,4.1,399.945,A-
IQT215529735,12/1/2041,7/26/2012,TX,Senior Secured,4.55,4.55,300,A-
